id,run_id,accuracy,global_det,global_lam,global_entr,window_det_series,window_lam_series,window_entr_series,response_length,det_sampen,det_permen,det_hurst,lam_sampen,lam_permen,lam_hurst,entr_sampen,entr_permen,entr_hurst
lgp-test-2x3-9,0,1,0.1364463691709031,0.2076507876733823,1.5766942277326863,"[0.21414141414141413, 0.1919191919191919, 0.2080808080808081, 0.18787878787878787, 0.21818181818181817, 0.1919191919191919, 0.06666666666666667, 0.15353535353535352, 0.11515151515151516, 0.15353535353535352, 0.13131313131313133, 0.1111111111111111, 0.09292929292929293, 0.10909090909090909, 0.08888888888888889, 0.1191919191919192, 0.12323232323232323, 0.17373737373737375, 0.16565656565656567, 0.19797979797979798, 0.20404040404040405, 0.18383838383838383, 0.16363636363636364, 0.15151515151515152, 0.1191919191919192, 0.10909090909090909, 0.1797979797979798, 0.20202020202020202, 0.17373737373737375, 0.19595959595959597, 0.16767676767676767, 0.14545454545454545]","[0.4, 0.3595959595959596, 0.42525252525252527, 0.43737373737373736, 0.4404040404040404, 0.38585858585858585, 0.24646464646464647, 0.23737373737373738, 0.12626262626262627, 0.1191919191919192, 0.1404040404040404, 0.09595959595959595, 0.09595959595959595, 0.0030303030303030303, 0.024242424242424242, 0.048484848484848485, 0.01818181818181818, 0.015151515151515152, 0.03333333333333333, 0.09696969696969697, 0.10303030303030303, 0.13333333333333333, 0.1404040404040404, 0.14646464646464646, 0.1606060606060606, 0.16161616161616163, 0.1919191919191919, 0.2585858585858586, 0.2606060606060606, 0.3292929292929293, 0.3656565656565657, 0.37575757575757573]","[1.5340876201146316, 1.4336624542334846, 1.4029509030414604, 1.5636254885377858, 1.7413007886570155, 1.571346433249389, 0.8812908992306927, 1.543751954420502, 1.8073549220576042, 1.7947367178034823, 1.823026490712885, 2.4464393446710155, 2.170950594454669, 1.9877733714879842, 1.459147917027245, 1.1660870601063935, 1.0529407605626349, 1.540807219790588, 1.3685225277282065, 1.42895317868103, 1.6714055834424975, 1.6635819199522095, 0.9405662399881732, 1.1867043459100248, 1.260771793896794, 1.4256051990169438, 1.3315796225857792, 1.8129072918469555, 1.3315796225857792, 1.222993950277913, 1.2059413017339653, 1.1182751607709762]",2000,1.5040773967762742,0.979865109560685,0.8176928269036492,1.1895840668738362,0.7329853576315243,0.8847410571677239,1.6094379124341005,0.8519954666016193,0.5848987448019375
lgp-test-2x3-9,1,1,0.1228778813739484,0.1569532602423543,1.6857407637839923,"[0.21212121212121213, 0.17777777777777778, 0.3090909090909091, 0.34949494949494947, 0.39595959595959596, 0.2767676767676768, 0.21414141414141413, 0.09696969696969697, 0.11313131313131314, 0.10909090909090909, 0.09292929292929293, 0.15555555555555556, 0.14747474747474748, 0.16363636363636364, 0.1595959595959596, 0.1919191919191919, 0.2, 0.19393939393939394, 0.1797979797979798, 0.16767676767676767, 0.1595959595959596, 0.11717171717171718, 0.09494949494949495, 0.1292929292929293, 0.10303030303030303, 0.08282828282828283, 0.09696969696969697, 0.09090909090909091, 0.10505050505050505, 0.09090909090909091, 0.10909090909090909, 0.09090909090909091, 0.09494949494949495, 0.12727272727272726, 0.17575757575757575, 0.10909090909090909, 0.12525252525252525, 0.1393939393939394, 0.08484848484848485, 0.09494949494949495, 0.08484848484848485, 0.10505050505050505, 0.14343434343434344, 0.14747474747474748, 0.1696969696969697, 0.14747474747474748, 0.1111111111111111, 0.1191919191919192]","[0.33434343434343433, 0.26161616161616164, 0.45252525252525255, 0.494949494949495, 0.46565656565656566, 0.38282828282828285, 0.3101010101010101, 0.12828282828282828, 0.09898989898989899, 0.09595959595959595, 0.09090909090909091, 0.045454545454545456, 0.0696969696969697, 0.07575757575757576, 0.19595959595959597, 0.21616161616161617, 0.22626262626262628, 0.2222222222222222, 0.22525252525252526, 0.26262626262626265, 0.23636363636363636, 0.14545454545454545, 0.12626262626262627, 0.08686868686868687, 0.08282828282828283, 0.06767676767676768, 0.029292929292929294, 0.03838383838383838, 0.05757575757575758, 0.052525252525252523, 0.0797979797979798, 0.10505050505050505, 0.11616161616161616, 0.10505050505050505, 0.08383838383838384, 0.12525252525252525, 0.09797979797979799, 0.06767676767676768, 0.1191919191919192, 0.1595959595959596, 0.1898989898989899, 0.2080808080808081, 0.2474747474747475, 0.28888888888888886, 0.31212121212121213, 0.25555555555555554, 0.13333333333333333, 0.16161616161616163]","[1.3498698370942477, 0.8710955350455423, 1.3652012719730529, 1.7017872385834996, 2.267462644266616, 1.4779744637854844, 1.5476361675413652, 1.7841591278514217, 1.6402239289418519, 1.5216406363433184, 1.5510981710072649, 1.7814963295286754, 1.3954618442383218, 1.4365455520910289, 1.509968612636817, 1.8045851693377997, 1.6673395705257974, 1.692878689342031, 1.4336624542334846, 1.4447470033120826, 1.2361862832554122, 1.1660870601063935, 1.0949143184120975, 1.2772018112022605, 1.103307408607834, 0.8166890883150209, 0.946372935985442, 0.9912642605354288, 1.0529815751302696, 0.9912642605354288, 1.1216407621868583, 1.2389012566026307, 1.2957378005380122, 1.2639334294856337, 1.5227119556807573, 1.5744174271404583, 1.7743974703476992, 1.9688738747207215, 1.539484756931502, 1.7295739585136223, 1.4911148500551858, 1.7758589482446405, 1.638253359471275, 1.876357639489852, 1.9772354454083076, 1.9274512249645188, 1.3382689280764646, 1.3244602933016414]",3056,1.1180303745252114,0.9658814790590712,0.7609156355161399,1.1370785694959058,0.8407380900301339,0.8014265397703593,1.1786549963416462,0.96669964404042,0.7043837021716359
lgp-test-2x3-9,2,1,0.1457771181867242,0.2331354560172693,1.5942483015903546,"[0.21616161616161617, 0.18383838383838383, 0.1595959595959596, 0.1696969696969697, 0.1797979797979798, 0.14343434343434344, 0.1393939393939394, 0.20606060606060606, 0.16161616161616163, 0.16767676767676767, 0.20202020202020202, 0.2101010101010101, 0.17575757575757575, 0.09292929292929293, 0.10909090909090909, 0.11313131313131314, 0.09494949494949495, 0.09292929292929293, 0.11717171717171718, 0.1717171717171717, 0.15757575757575756, 0.17575757575757575, 0.16161616161616163, 0.17373737373737375, 0.14747474747474748, 0.18585858585858586, 0.13737373737373737, 0.11717171717171718, 0.16363636363636364, 0.19797979797979798]","[0.40404040404040403, 0.3696969696969697, 0.38686868686868686, 0.4262626262626263, 0.4070707070707071, 0.35858585858585856, 0.2777777777777778, 0.2727272727272727, 0.15454545454545454, 0.19090909090909092, 0.2404040404040404, 0.25353535353535356, 0.13333333333333333, 0.044444444444444446, 0.12424242424242424, 0.1414141414141414, 0.1101010101010101, 0.07878787878787878, 0.0898989898989899, 0.10303030303030303, 0.07373737373737374, 0.05656565656565657, 0.02727272727272727, 0.04242424242424243, 0.07474747474747474, 0.13737373737373737, 0.12727272727272726, 0.18484848484848485, 0.1808080808080808, 0.1696969696969697]","[1.312555987802123, 1.1841636411194805, 1.4769092849936094, 1.6767370300521327, 1.7518834359763853, 1.6068322783181095, 1.6337314206421332, 1.6339740759971575, 1.8332062193464953, 1.9491378652735845, 2.051361789187549, 2.2807876549494517, 1.5645247207974506, 1.2957378005380122, 1.1216407621868583, 0.9780155566622415, 1.0949143184120973, 1.2957378005380122, 1.2717822215997983, 1.5227119556807573, 1.8192407046368488, 1.9920139962755843, 1.9248240667373948, 1.527361548089914, 1.712095436212847, 1.8402855730017516, 1.6457113704075785, 1.4256051990169438, 1.860964047443681, 1.8647869792568113]",1962,2.0794415416798357,0.9880269590517888,0.5475300968809367,inf,0.9022749411706864,0.7235600086371015,inf,0.8802571025174771,0.925867613660273
lgp-test-2x3-9,3,1,0.113313953488372,0.1538081395348837,1.489935742880038,"[0.09292929292929293, 0.09898989898989899, 0.11515151515151516, 0.10909090909090909, 0.11313131313131314, 0.14545454545454545, 0.1717171717171717, 0.16363636363636364, 0.17575757575757575, 0.1191919191919192, 0.08080808080808081, 0.08282828282828283, 0.09696969696969697, 0.09292929292929293, 0.09898989898989899, 0.1292929292929293, 0.13131313131313133, 0.16363636363636364, 0.1797979797979798, 0.21616161616161617, 0.15555555555555556, 0.1717171717171717, 0.16565656565656567, 0.15757575757575756, 0.17373737373737375, 0.1393939393939394, 0.12323232323232323, 0.13131313131313133, 0.12323232323232323, 0.09696969696969697, 0.08080808080808081, 0.10909090909090909, 0.13535353535353536]","[0.31414141414141417, 0.36363636363636365, 0.33636363636363636, 0.3292929292929293, 0.301010101010101, 0.30303030303030304, 0.3, 0.22424242424242424, 0.23434343434343435, 0.16666666666666666, 0.13131313131313133, 0.09292929292929293, 0.09696969696969697, 0.06464646464646465, 0.048484848484848485, 0.02727272727272727, 0.024242424242424242, 0.01818181818181818, 0.02727272727272727, 0.02727272727272727, 0.031313131313131314, 0.07474747474747474, 0.10303030303030303, 0.12323232323232323, 0.12222222222222222, 0.0696969696969697, 0.05757575757575758, 0.1111111111111111, 0.10404040404040404, 0.12222222222222222, 0.16363636363636364, 0.20505050505050504, 0.2767676767676768]","[0.946372935985442, 0.9055872616982602, 1.0863128407412879, 0.954434002924965, 1.9211854965885542, 1.6798229071556272, 1.3868421881310118, 1.4130884364257577, 1.5837579847456593, 1.1660870601063935, 1.3221793455166666, 1.0408520829727552, 1.3520301017579528, 1.1451104143815827, 1.780672129520887, 1.496640762186858, 1.3355055565170972, 1.1545676820893704, 1.5016291673878228, 1.5513175379612802, 1.6814963295286753, 1.708098663501806, 1.7956828983511026, 1.2100285140347624, 1.2059413017339653, 1.7263472243434206, 1.4185644431995965, 1.8024212838293645, 1.5628066316931744, 1.3143204867061786, 0.9182958340544894, 0.954434002924965, 0.9340680553754911]",2134,2.3978952727983707,0.953238214765042,0.7670340177747441,0.8602012652231115,0.9048211099100424,0.7228029418049147,inf,0.9689780076791366,0.8839540307405244
lgp-test-2x3-9,4,0,0.1432031298515804,0.2495808234490467,1.47800486141946,"[0.15757575757575756, 0.19797979797979798, 0.28484848484848485, 0.23636363636363636, 0.20404040404040405, 0.13333333333333333, 0.13535353535353536, 0.19595959595959597, 0.1717171717171717, 0.13333333333333333, 0.15151515151515152, 0.13131313131313133, 0.10707070707070707, 0.10101010101010101, 0.12525252525252525, 0.12323232323232323, 0.10707070707070707, 0.13131313131313133, 0.14343434343434344, 0.18585858585858586, 0.17777777777777778, 0.18787878787878787, 0.15757575757575756, 0.1919191919191919, 0.15353535353535352, 0.11717171717171718, 0.15353535353535352, 0.1414141414141414, 0.16363636363636364, 0.18787878787878787, 0.21212121212121213, 0.22828282828282828]","[0.29393939393939394, 0.3333333333333333, 0.45555555555555555, 0.40505050505050505, 0.34040404040404043, 0.23939393939393938, 0.33535353535353535, 0.401010101010101, 0.31313131313131315, 0.2080808080808081, 0.21818181818181817, 0.18787878787878787, 0.14646464646464646, 0.09494949494949495, 0.08585858585858586, 0.10707070707070707, 0.10505050505050505, 0.1, 0.15555555555555556, 0.14343434343434344, 0.1484848484848485, 0.22727272727272727, 0.2606060606060606, 0.2898989898989899, 0.16565656565656567, 0.13333333333333333, 0.14242424242424243, 0.13636363636363635, 0.21515151515151515, 0.24545454545454545, 0.302020202020202, 0.3525252525252525]","[1.2197484934607568, 1.298720786221203, 1.376589656684235, 1.5143557466791864, 1.576065823799483, 1.210810026106033, 1.1941737342569119, 1.371305401651738, 1.3885308110207433, 1.0214554656116668, 1.220728902106009, 1.3355055565170972, 1.0529815751302696, 0.5435644431995964, 0.46899559358928117, 0.7424875695421236, 0.5225593745369408, 0.4537163391869449, 1.115520093581932, 1.5656780552463376, 1.6707145064847895, 1.6784124677945969, 1.3752580686696534, 1.42895317868103, 1.118275160770976, 0.9780155566622415, 1.4534909080039502, 1.4832261969709113, 2.374556048381884, 1.865856617457223, 1.8175761272484119, 1.6673146153696132]",2023,inf,0.9546166331603012,0.9293722141648934,0.9555114450274363,0.9503289743838136,0.745428859827729,2.4849066497880004,0.9120224112962384,0.7337616987948442
lgp-test-2x3-9,5,1,0.0990187332738626,0.1725579839429081,1.3122654235991724,"[0.11313131313131314, 0.12323232323232323, 0.13333333333333333, 0.1111111111111111, 0.17373737373737375, 0.12727272727272726, 0.12525252525252525, 0.12727272727272726, 0.07474747474747474, 0.06868686868686869, 0.08484848484848485, 0.08686868686868687, 0.06060606060606061, 0.12121212121212122, 0.1494949494949495, 0.10909090909090909, 0.1111111111111111, 0.12121212121212122, 0.10909090909090909, 0.1292929292929293, 0.13737373737373737, 0.16565656565656567]","[0.25555555555555554, 0.29494949494949496, 0.2686868686868687, 0.20303030303030303, 0.2717171717171717, 0.2222222222222222, 0.1404040404040404, 0.10909090909090909, 0.08484848484848485, 0.052525252525252523, 0.04040404040404041, 0.03636363636363636, 0.03333333333333333, 0.01919191919191919, 0.01616161616161616, 0.045454545454545456, 0.08282828282828283, 0.15858585858585858, 0.21616161616161617, 0.26262626262626265, 0.2595959595959596, 0.3484848484848485]","[1.5058231002082845, 1.505240814944148, 1.6457113704075785, 1.429473298359841, 1.3844315043405981, 1.2997367636952524, 1.1941737342569119, 1.0214554656116668, 1.0957952550009338, 0.43949698692151334, 0.7793498372920851, 0.9912642605354288, 0.9182958340544894, 0.9864267287308426, 1.118275160770976, 1.2309595631140104, 1.4716022614097979, 1.501614471810182, 1.5744174271404583, 1.2243944454059863, 1.0762976257251988, 0.9510456605801273]",1543,inf,0.8841425345975926,0.6809102782393041,0.6931471805599453,0.6907161309803218,0.6755580598830877,inf,0.8880058583433729,0.7749114733194118
lgp-test-2x3-9,6,1,0.1201761501912156,0.1895642600533086,1.5484697730097263,"[0.14747474747474748, 0.21212121212121213, 0.29494949494949496, 0.19595959595959597, 0.12121212121212122, 0.13333333333333333, 0.09494949494949495, 0.1414141414141414, 0.09898989898989899, 0.09898989898989899, 0.13333333333333333, 0.13333333333333333, 0.1898989898989899, 0.15757575757575756, 0.12121212121212122, 0.09292929292929293, 0.06262626262626263, 0.06060606060606061, 0.08888888888888889, 0.09090909090909091, 0.08686868686868687, 0.1191919191919192, 0.12121212121212122, 0.09494949494949495, 0.09898989898989899, 0.08888888888888889, 0.1393939393939394, 0.10909090909090909, 0.13737373737373737, 0.1696969696969697, 0.1696969696969697, 0.16363636363636364, 0.14343434343434344]","[0.3303030303030303, 0.4, 0.45454545454545453, 0.42323232323232324, 0.26565656565656565, 0.2494949494949495, 0.201010101010101, 0.24545454545454545, 0.14343434343434344, 0.08080808080808081, 0.1292929292929293, 0.1505050505050505, 0.2767676767676768, 0.2494949494949495, 0.1505050505050505, 0.14646464646464646, 0.08686868686868687, 0.06161616161616162, 0.06262626262626263, 0.06262626262626263, 0.06464646464646465, 0.05858585858585859, 0.04040404040404041, 0.046464646464646465, 0.0707070707070707, 0.06767676767676768, 0.22323232323232323, 0.17575757575757575, 0.2080808080808081, 0.2909090909090909, 0.28585858585858587, 0.26262626262626265, 0.24545454545454545]","[1.7652465283787413, 1.6280852788913944, 1.881068052636981, 1.4284601863069837, 0.9444885341662054, 0.9917601481809734, 1.0949143184120973, 1.5229571181374095, 1.2916919971380596, 1.6691803368667308, 1.5275070675902451, 1.5275070675902453, 1.37088490928384, 1.532419498446859, 0.9141828384352136, 1.3520301017579528, 0.9864267287308426, 0.5032583347756457, 0.7732283485249177, 0.74959525725948, 0.9912642605354288, 1.2210477851797181, 1.3328204045850196, 1.419556298571613, 1.6143308351592656, 1.617189572592715, 1.4627552262645036, 1.1981174211304033, 1.6087001655198911, 1.8240460500219926, 1.745557425027593, 1.5198391430437925, 1.115520093581932]",2200,2.1972245773362196,0.9709462384035892,0.659954311083532,0.6592456288842639,0.881719565645342,0.7655936134829548,inf,0.982745449782217,0.7847794478717787
lgp-test-2x3-9,7,0,0.107352339380712,0.1739189742190697,1.3659232412327815,"[0.10303030303030303, 0.1414141414141414, 0.15353535353535352, 0.1717171717171717, 0.20404040404040405, 0.1717171717171717, 0.1393939393939394, 0.1414141414141414, 0.13535353535353536, 0.12727272727272726, 0.1494949494949495, 0.1393939393939394, 0.10505050505050505, 0.08888888888888889, 0.1393939393939394, 0.14545454545454545, 0.16767676767676767, 0.18383838383838383, 0.17373737373737375, 0.1595959595959596, 0.1393939393939394, 0.11313131313131314, 0.08888888888888889, 0.10303030303030303, 0.12323232323232323, 0.15757575757575756, 0.16161616161616163, 0.13535353535353536, 0.13131313131313133, 0.11313131313131314]","[0.2505050505050505, 0.302020202020202, 0.2797979797979798, 0.302020202020202, 0.35858585858585856, 0.33636363636363636, 0.30707070707070705, 0.3191919191919192, 0.2505050505050505, 0.15252525252525254, 0.14646464646464646, 0.1383838383838384, 0.06565656565656566, 0.05353535353535353, 0.03232323232323232, 0.029292929292929294, 0.013131313131313131, 0.031313131313131314, 0.030303030303030304, 0.015151515151515152, 0.050505050505050504, 0.06565656565656566, 0.13737373737373737, 0.16464646464646465, 0.1686868686868687, 0.29494949494949496, 0.31212121212121213, 0.2505050505050505, 0.2191919191919192, 0.1707070707070707]","[1.103307408607834, 0.9881808370046762, 1.3609640474436813, 1.7956828983511026, 1.5947024175446602, 1.5416892248400096, 1.7107770844150676, 1.7960885595978364, 1.5694452621548827, 1.275162982784857, 1.0848063548455136, 1.2361602543738117, 1.2419460322060458, 1.3250112108241772, 1.4466479595102752, 1.5304930567574826, 1.8863082816921724, 1.749902506162897, 1.7423773993623526, 1.7798299876761599, 1.5694452621548827, 1.4256051990169438, 1.6858157091530304, 1.0389205950315934, 0.7742433029172697, 0.8166890883150209, 1.3012517848198513, 1.6158045319402516, 1.7130788426267938, 1.2987949406953987]",1906,inf,0.8580180333683978,0.7881705735567106,0.6931471805599453,0.8348439474926259,0.7193291987873788,1.791759469228055,0.9101663100395064,0.8120068507539187
lgp-test-2x3-9,8,1,0.1563051817572916,0.1703403763015283,1.6599058728952782,"[0.17373737373737375, 0.14747474747474748, 0.1717171717171717, 0.26666666666666666, 0.296969696969697, 0.25252525252525254, 0.18181818181818182, 0.1919191919191919, 0.1595959595959596, 0.13535353535353536, 0.11313131313131314, 0.14545454545454545, 0.17373737373737375, 0.17777777777777778, 0.1414141414141414, 0.1797979797979798, 0.1717171717171717, 0.24848484848484848, 0.22626262626262628, 0.23232323232323232, 0.18787878787878787, 0.22828282828282828, 0.1717171717171717, 0.1717171717171717, 0.16363636363636364, 0.16767676767676767, 0.1696969696969697, 0.16161616161616163, 0.16363636363636364, 0.2080808080808081, 0.29494949494949496, 0.2545454545454545, 0.2505050505050505, 0.16161616161616163, 0.11313131313131314, 0.1292929292929293, 0.12121212121212122, 0.09090909090909091, 0.05656565656565657, 0.10505050505050505, 0.13131313131313133, 0.14747474747474748, 0.15757575757575756, 0.2585858585858586, 0.18585858585858586, 0.13535353535353536, 0.11515151515151516, 0.11515151515151516]","[0.3434343434343434, 0.3505050505050505, 0.2868686868686869, 0.3898989898989899, 0.4313131313131313, 0.38585858585858585, 0.27070707070707073, 0.29292929292929293, 0.26666666666666666, 0.28585858585858587, 0.17676767676767677, 0.10606060606060606, 0.07676767676767676, 0.07878787878787878, 0.06363636363636363, 0.0595959595959596, 0.10303030303030303, 0.08686868686868687, 0.08181818181818182, 0.02727272727272727, 0.021212121212121213, 0.024242424242424242, 0.021212121212121213, 0.01919191919191919, 0.010101010101010102, 0.025252525252525252, 0.0707070707070707, 0.1606060606060606, 0.17676767676767677, 0.302020202020202, 0.39191919191919194, 0.3606060606060606, 0.3474747474747475, 0.20707070707070707, 0.13535353535353536, 0.14747474747474748, 0.12525252525252525, 0.10808080808080808, 0.10101010101010101, 0.09090909090909091, 0.11414141414141414, 0.09898989898989899, 0.06161616161616162, 0.01818181818181818, 0.09191919191919191, 0.10202020202020202, 0.12828282828282828, 0.18484848484848485]","[1.3918357778538641, 1.3012407854814618, 1.3512274809529559, 1.2835511773537776, 1.7274276763228191, 1.5237516322372209, 1.3885308110207435, 1.3713146886497212, 1.532419498446859, 1.2319817814011407, 0.8343470230852539, 0.43949698692151334, 0.7732283485249177, 0.6052912052261445, 0.8180959929710641, 1.1386865525783176, 1.949137865273585, 2.0815419333359277, 2.1383183109266795, 1.9938866857439919, 2.0031088905778542, 1.9967303054066359, 2.0414460711655216, 1.8776205033895348, 1.5820239409642767, 1.44726249944121, 1.5408072197905875, 1.2646726793957221, 1.582023940964277, 1.4091467429125177, 2.038221078099204, 2.0628551321633783, 1.9654012015001245, 1.6253785496437987, 1.5216406363433184, 1.7735572622751854, 1.753434386188785, 1.4911148500551858, 0.5435644431995964, 1.2419460322060458, 1.7263472243434206, 1.7832474385325103, 1.8128876215181602, 1.7602184695116316, 2.020727779800787, 1.3235315761100483, 1.3663146570363986, 1.3663146570363986]",2943,1.01160091167848,0.967303337390348,0.8009321797980793,0.8421827597204331,0.9195205353091028,0.7747177022960945,1.4170660197866445,0.9857667896141238,0.8344218159395955
lgp-test-2x3-9,9,1,0.1393423274562853,0.2270985782506854,1.592800710925184,"[0.21414141414141413, 0.20202020202020202, 0.2, 0.2080808080808081, 0.23232323232323232, 0.21616161616161617, 0.1292929292929293, 0.11313131313131314, 0.14343434343434344, 0.12525252525252525, 0.13131313131313133, 0.12323232323232323, 0.12323232323232323, 0.13535353535353536, 0.12727272727272726, 0.11717171717171718, 0.09696969696969697, 0.1292929292929293, 0.13737373737373737, 0.13131313131313133, 0.12323232323232323, 0.1111111111111111, 0.13333333333333333, 0.14545454545454545, 0.14747474747474748, 0.16767676767676767, 0.2080808080808081, 0.23232323232323232, 0.21414141414141413, 0.22626262626262628, 0.18787878787878787, 0.1717171717171717, 0.15757575757575756, 0.1797979797979798, 0.10101010101010101, 0.07272727272727272, 0.08484848484848485, 0.08282828282828283, 0.07474747474747474, 0.07272727272727272, 0.07272727272727272, 0.09898989898989899, 0.10707070707070707, 0.24444444444444444, 0.3595959595959596, 0.32323232323232326, 0.2202020202020202, 0.20404040404040405, 0.21212121212121213, 0.32525252525252524, 0.2505050505050505, 0.33131313131313134, 0.23636363636363636, 0.2686868686868687, 0.24242424242424243, 0.20606060606060606, 0.18585858585858586, 0.1696969696969697, 0.1414141414141414, 0.16565656565656567, 0.16565656565656567, 0.16363636363636364, 0.14747474747474748, 0.12121212121212122]","[0.40505050505050505, 0.4353535353535353, 0.4797979797979798, 0.4616161616161616, 0.4767676767676768, 0.4858585858585859, 0.3373737373737374, 0.3333333333333333, 0.29797979797979796, 0.2727272727272727, 0.19595959595959597, 0.16161616161616163, 0.17676767676767677, 0.19595959595959597, 0.14646464646464646, 0.09696969696969697, 0.06262626262626263, 0.03737373737373737, 0.07272727272727272, 0.10303030303030303, 0.10303030303030303, 0.09696969696969697, 0.08686868686868687, 0.06161616161616162, 0.049494949494949494, 0.015151515151515152, 0.01818181818181818, 0.030303030303030304, 0.052525252525252523, 0.12121212121212122, 0.1404040404040404, 0.2383838383838384, 0.2737373737373737, 0.31616161616161614, 0.201010101010101, 0.12525252525252525, 0.11616161616161616, 0.08080808080808081, 0.06767676767676768, 0.05353535353535353, 0.06464646464646465, 0.21717171717171718, 0.298989898989899, 0.4666666666666667, 0.4767676767676768, 0.4505050505050505, 0.20303030303030303, 0.14343434343434344, 0.31717171717171716, 0.4595959595959596, 0.3434343434343434, 0.396969696969697, 0.3525252525252525, 0.3838383838383838, 0.3181818181818182, 0.30707070707070705, 0.23232323232323232, 0.2919191919191919, 0.26666666666666666, 0.2545454545454545, 0.25757575757575757, 0.26666666666666666, 0.2686868686868687, 0.29797979797979796]","[1.0701171824542437, 1.1301363189199674, 1.4708767428894525, 1.234204837336745, 1.6328773369500162, 0.9698024945677544, 0.7219280948873623, 1.3244602933016414, 1.4166422780956525, 1.2332247882202199, 1.3472230399326601, 1.3830999911893338, 1.3830999911893338, 1.6158045319402516, 1.7640976555739158, 1.501614471810182, 1.0949143184120975, 1.3784188527203236, 1.086987702339905, 1.1221136771091087, 0.9780155566622415, 1.0529815751302696, 1.4466166676282084, 1.4166422780956527, 1.768853837616, 1.7363918270255536, 2.1908887189090462, 2.252878689342031, 2.066313713864835, 1.6573283188999928, 1.2471047436314373, 0.8403586716091171, 0.8112781244591328, 0.9790231724570173, 1.0529815751302694, 1.3567796494470397, 1.207518749639422, 0.8166890883150209, 1.6577427265048887, 1.4466166676282084, 1.4466166676282084, 0.946372935985442, 1.483831706844689, 1.2355122479023437, 1.6761455347728194, 1.6832440762057896, 1.8542858719872457, 2.353810979580011, 1.980825936229079, 2.3311288174188394, 2.6403360647604432, 2.369649261974945, 2.369025573643651, 1.738288982474532, 2.247286307370376, 2.218387577327913, 1.985873628564091, 1.8219280948873622, 1.404678473063571, 1.779423832146529, 1.6203352658383445, 1.6644977792004612, 1.7002237262558648, 1.3784188527203236]",3914,0.7711087220296571,0.9344984876326748,0.8833052820458165,0.9718605830289656,0.8429918178709459,0.8333676677659456,2.159484249353372,0.9845320105587736,0.7506388543156565
